"","Kontra K","Dua Lipa","João Gomes","Ray Dalton","Kygo","AURORA","Murilo Huff","Miguel","Cardi B","Cheat Codes","Nanpa Básico","Lil Baby","Camila Cabello","Shaggy","Diego & Victor Hugo","Carlos Rivera","Paky","Frank Ocean","Peso Pluma","Aleman","Beyoncé","Ice Cube","George Michael","42 Dugg","Rita Ora","PNAU","Nicki Minaj","Natti Natasha","JID","Luke Bryan","Gusttavo Lima","Bebe Rexha","Melendi","The Cure","Logic","Juicy J","Jonita Gandhi","Tom Odell","Avril Lavigne","Calibre 50","Los Tucanes De Tijuana","Nelly","keshi","Black Eyed Peas","Dxrk ダーク","Daddy Yankee","NLE Choppa","Luar La L","Amy Winehouse","Tiakola","Enrique Iglesias","Jaymes Young","Kevin Gates","Travis Barker","Luis R Conriquez","Maroon 5","Ava Max","Vance Joy","Tainy","Justin Timberlake","Rkomi","Moneybagg Yo","Julión Álvarez y su Norteño Banda","Keane","Migos","Rusherking","Lee Brice","Pusha T","Playboi Carti","Tems","Panic! At The Disco","Ella Henderson","Chencho Corleone","Lil Jon","Mustard","Aitana","Ms. Lauryn Hill","Kelly Clarkson","My Chemical Romance","Manuel Turizo","Juanes","Saweetie","Henrique & Juliano","Armaan Malik","Madison Beer","Ezhel","MGMT","Jonas Brothers","MEDUZA","blackbear","Mohit Chauhan","Standly","Shouse","Mora","Ricardo Arjona","Outkast","Flo Rida","Florence + The Machine","Robbie Williams","Armin van Buuren","OneRepublic","Kid Cudi","Neeti Mohan","Dido","Romeo Santos","Vicente Fernández","Bryson Tiller","Los Tigres Del Norte","A7S","ZAYN","WOS","Mc Don Juan","Paloma Mami","Lin-Manuel Miranda","Matuê","D-Block Europe","Skepta","Jhené Aiko","Pablo Alborán","Zedd","Prince Royce","Kesha","SAINt JHN","Polimá Westcoast","Justin Quiles","Aventura","Mc Davi","Rels B","Yuridia","Teto","KHEA","Rema","Powfu","Lukas Graham","Arcangel","(G)I-DLE","5 Seconds of Summer","Burna Boy","Bring Me The Horizon","YNW Melly","Tom Grennan","Pailita","Mötley Crüe","Feid","Ivan Cornejo","Dermot Kennedy","Rvfv","Busta Rhymes","Jung Kook","Whitney Houston","Backstreet Boys","Maná","Depeche Mode","Ty Dolla $ign","Grupo Menos É Mais","Lvbel C5","Carly Rae Jepsen","Daft Punk","Luis Miguel","Machine Gun Kelly","Adam Levine","Cris Mj","James Hype","Metro Boomin","Clairo","Cuco","Korn","Bastille","Taylor Swift","Ed Maverick","Olivia Rodrigo","Michael Jackson","La Oreja de Van Gogh","Nicki Nicole","CORPSE","El Jordan 23","Jesse & Joy","Brray","CRO","Ozuna","Dilsinho","Marco Antonio Solís","Tory Lanez","Matheus & Kauan","Clean Bandit","Joji","Blessd","Tion Wayne","Jubin Nautiyal","Meek Mill","Maren Morris","L7NNON","24kGoldn","Ozzy Osbourne","Yuvan Shankar Raja","James Arthur","B Praak","ONE OK ROCK","Tyler, The Creator","Bizarrap","Jonas Blue","Eminem","Ghostemane","Lil Peep","Juhn","Banda MS de Sergio Lizárraga","Robin Schulz","Eden Muñoz","Dhanush","SEVENTEEN","Rvssian","La Arrolladora Banda El Limón De Rene Camacho","Afrojack","John Legend","Imanbek","Nardo Wick","John Mayer","Grupo Arriesgado","Ludacris","Israel & Rodolffo","Shakira","Mc Poze do Rodo","Hailee Steinfeld","Big Sean","NIKI","Lazza","Lil Tjay","Justin Bieber","Tones And I","Thomas Rhett","Ovy On The Drums","Natalia Lafourcade","Bon Iver","Mambo Kingz","Bob Marley & The Wailers","Kordhell","Lauv","KAROL G","Ha*Ash","Alessia Cara","Aitch","Salmo","Sean Paul","ROSALÍA","Russ Millions","League of Legends","Linkin Park","H.E.R.","Miley Cyrus","Jordan Davis","LISA","Damso","Daniel Caesar","Mari Fernandez","Luísa Sonza","Tove Lo","Lil Mosey","Marc Anthony","Mon Laferte","Nio Garcia","Juice WRLD","Marca MP","Hugo & Guilherme","Don Omar","Gabry Ponte","Sleepy Hallow","Vishal-Shekhar","Meghan Trainor","Tate McRae","Macklemore & Ryan Lewis","blink-182","Imagine Dragons","Grupo Marca Registrada","Jorge & Mateus","Prince","Charlie Puth","Cartel De Santa","Tiago PZK","Sid Sriram","Two Feet","Yung Gravy","Alfredo Olivas","Jess Glynne","Alejandro Sanz","Coldplay","DaBaby","The Chainsmokers","Hans Zimmer","Jason Derulo","Anitta","Niska","G Herbo","C. Tangana","Lady Gaga","ILLENIUM","Wallows","Chance the Rapper","Shiva","Jason Mraz","Natanael Cano","Farruko","Sia","Los Ángeles Azules","Kehlani","The 1975","Diplo","Capo Plaza","Gucci Mane","Giveon","Lenin Ramírez","The Game","Leon Bridges","Glass Animals","Dímelo Flow","Asees Kaur","Kendrick Lamar","YoungBoy Never Broke Again","Major Lazer","TINI","KK","Selena Gomez","B.o.B","DNCE","Anne-Marie","Mariah Carey","Martin Garrix","Chris Jedi","Polo G","Kings of Leon","Guè","Los Dos Carnales","Jhay Cortez","JVKE","Morad","Miky Woodz","Joel Corry","Nekfeu","Baby Keem","MARINA","DJ Nelson","Limp Bizkit","Central Cee","Glee Cast","Elton John","Jay Wheeler","YUNGBLUD","Cazzu","Zac Brown Band","Mc Kevin","Sebastian Yatra","CKay","Luciano","2 Chainz","Calum Scott","Cody Johnson","Myke Towers","Bee Gees","Johnny Cash","Joey Bada$$","BLACKPINK","Sech","Eslabon Armado","A.R. Rahman","Internet Money","La Santa Grifa","Lorde","DJ Snake","Britney Spears","MC Ryan SP","Avicii","A Boogie Wit da Hoodie","Papa Roach","The Neighbourhood","Morat","Khalid","Niall Horan","Neha Kakkar","Young Nudy","Blake Shelton","Fall Out Boy","King Von","Gazo","Emilia","Mc Paiva ZS","Tz da Coronel","Christina Perri","Gryffin","Troye Sivan","j-hope","Vintage Culture","Pop Smoke","Demi Lovato","Mark Ronson","Stevie Wonder","R3HAB","Trueno","Jeremih","Green Day","Dean Lewis","Doja Cat","Zion & Lennox","George Ezra","Sam Feldt","Bomba Estéreo","Swedish House Mafia","bbno$","Becky Hill","Fivio Foreign","Topic","Noriel","L-Gante","Bad Bunny","Becky G","Weezer","SCH","Elvis Presley","21 Savage","Gwen Stefani","50 Cent","Danna Paola","Paulo Londra","Conan Gray","Sabrina Carpenter","Kodak Black","Marília Mendonça","Sofia Carson","Summer Walker","Pitbull","Felipe Amorim","Yeat","iann dior","Booba","Pineapple StormTv","Alejandro Fernández","Felix Jaehn","Plan B","Charlie Brown Jr.","Steve Lacy","ScHoolboy Q","Cosculluela","Pritam","Dominic Fike","Brytiago","Yandel","Alec Benjamin","Sefo","Blxst","Bruno Mars","Wiz Khalifa","Quavo","Denzel Curry","Miksu / Macloud","MNEK","Charli XCX","Santa Fe Klan","Why Don't We","J. Cole","Jon Pardi","Lil Yachty","Nicky Youre","Joyner Lucas","Junior H","Fuerza Regida","Luke Combs","Rick Ross","Missy Elliott","Callejero Fino","Xamã","Anuel AA","Murda","Tanishk Bagchi","Nicky Jam","JAY-Z","Carin Leon","LUDMILLA","Russ","Eladio Carrion","Rammstein","Alicia Keys","Diljit Dosanjh","Xand Avião","YSY A","Ellie Goulding","Steve Aoki","Sunidhi Chauhan","Hombres G","Danny Ocean","Bazzi","Future","ODESZA","Labrinth","Metallica","Almighty","PARTYNEXTDOOR","Shankar Mahadevan","thasup","Jennifer Lopez","Maluma","The Notorious B.I.G.","Eric Church","Rex Orange County","Ne-Yo","Lasso","Gesaffelstein","NAV","Calvin Harris","Surfaces","Chris Brown","Joan Sebastian","Omar Montes","Megan Thee Stallion","Trippie Redd","Los Enanitos Verdes","Mac Miller","benny blanco","Anirudh Ravichander","The Weeknd","Dave","Duki","The Kid LAROI","TWICE","LANY","Maiara & Maraisa","Orochi","GAYLE","Reik","Red Velvet","Tony Dize","Alesso","Ed Sheeran","Gerardo Ortiz","Jul","Ricky Martin","Rod Stewart","El Fantasma","Lil Uzi Vert","Lil Nas X","Rae Sremmurd","Don Toliver","José José","Mc IG","RAF Camora","Dan + Shay","Marracash","Arijit Singh","Jax Jones","Fireboy DML","The Smashing Pumpkins","Piso 21","Bryant Myers","Bruno & Marrone","Regard","Usher","XXXTENTACION","Train","Chayanne","El Alfa","Ski Mask The Slump God","HARDY","Sido","Grupo Firme","Lana Del Rey","Luis Fonsi","Rihanna","Tayc","Stormzy","Hozier","Sigala","Gorillaz","Disclosure","Timbaland","DJ Luian","Alok","Zara Larsson","MC Hariel","Latto","A$AP Rocky","YG","TOMORROW X TOGETHER","Frank Sinatra","Wizkid","Dadju","French Montana","Anderson .Paak","Cavetown","Jessie J","Kali Uchis","Zion","Gunna","Timmy Trumpet","T.I.","Kenia OS","Thiaguinho","Lunay","Alan Walker","Camilo","Jelly Roll","Naps","2Pac","Diddy","Madonna","Post Malone","P!nk","Noah Cyrus","AJR","Tim McGraw","Juan Luis Guerra 4.40","DJ Khaled","Carrie Underwood","Young Thug","Zé Felipe","PnB Rock","Maria Becerra","Florida Georgia Line","Quevedo","Rauw Alejandro","Night Skinny","WILLOW","Tame Impala","Sofía Reyes","Childish Gambino","Julianno Sosa","Halsey","SZA","6ix9ine","Sfera Ebbasta","Pharrell Williams","Nas","Brent Faiyaz","$NOT","NCT 127","Tyga","Kenny Chesney","Swae Lee","Kevin Kaarl","Offset","Carlos Vives","The Killers","Lil Wayne","Chief Keef","Skrillex","Chris Stapleton","Belinda","Miranda Lambert","Fred again..","will.i.am","6LACK","Lord Huron","James Bay","Lenny Tavárez","T-Pain","Bronco","Akon","Five Finger Death Punch","Lil Durk","BoyWithUke","Filipe Ret","Rei","Travis Scott","Ali Gatie","Shreya Ghoshal","Céline Dion","Lyanno","Soolking","BTS","Ariana Grande","Stromae","Nelly Furtado","Ñengo Flow","Lil Tecca","Lomepal","Kane Brown","Zé Neto & Cristiano","David Guetta","Darell","Purple Disco Machine","Badshah","Galantis","Roddy Ricch","Jack Harlow","Jason Aldean","G-Eazy","BONES","Marshmello","Wisin","Capital Bra","Julia Michaels","Billie Eilish","Christina Aguilera","De La Ghetto","BLANCO","Stray Kids","Ninho","ITZY","Morgan Wallen","Young Dolph","Little Mix","Elley Duhé","J Balvin","Dove Cameron","Dalex","NATTAN","Katy Perry","Gzuz","Christian Nodal","Gera MX","Tiësto","Tego Calderón","Sidhu Moose Wala","Juan Gabriel","Drake","Dr. Dre","Jorja Smith","U2","Jeremy Zucker","Sam Smith","$uicideboy$","Nickelback","MC Cabelinho","Sheff G","Julieta Venegas","Mau y Ricky","Foster The People","Key Glock","Los Bukis","Bonez MC","Darshan Raval","Luan Santana","Banda El Recodo","Flume","A$AP Ferg","Wesley Safadão","Shawn Mendes","Lizzo","Paloma Faith","Guilherme & Benuto","Snoop Dogg","UZI","Macklemore","The Script","Lost Frequencies","Kanye West","Rod Wave","Wisin & Yandel","LIT killah","Noah Kahan","Ryan Castro","Silk Sonic","MF DOOM","Original Broadway Cast of Hamilton","Method Man","Kim Petras","Salve Malak","Rashmi Virag","Mainstreet","beabadoobee","EST Gee","Arcane","Miggy Dela Rosa","Amitabh Bhattacharya","Nate Dogg","George Strait","S. P. Balasubrahmanyam","Disney","LUCKI","Ryan Lewis","Ashanti","Dallass","The Marías","Phoebe Bridgers","BYOR","Omar Apollo","dazy","Alan Jackson","Maldy","Sonu Nigam","Omar Varela","K. S. Chithra"
"Kontra K",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dua Lipa",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"João Gomes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ray Dalton",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Kygo",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
